algorithm,scenario_type,fixed_value,seed,highway_length,min_trip_length,capacity_min,capacity_max,num_av,num_pv,runtime_sec,baseline_total_distance,greedy_total_distance,total_saving,matched_pv,matched_ratio,avg_saving_per_pv,saving_percent
greedy,av_sweep,800,43,100,10,1,3,320,800,0.05235712509602308,36272,15686,20586,624,0.78,32.99038461538461,56.75452139391266
greedy,av_sweep,800,44,100,10,1,3,320,800,0.053138457937166095,35986,15778,20208,630,0.7875,32.076190476190476,56.155171455566055
greedy,av_sweep,800,45,100,10,1,3,320,800,0.05186400003731251,35737,15449,20288,634,0.7925,32.0,56.770294092956874
greedy,av_sweep,800,46,100,10,1,3,320,800,0.05927383294329047,36799,16096,20703,633,0.79125,32.70616113744076,56.259680969591564
greedy,av_sweep,1600,42,100,10,1,3,10,1600,0.002677624812349677,51784,51474,310,16,0.01,19.375,0.5986405067202225
greedy,av_sweep,1600,43,100,10,1,3,10,1600,0.0028551670257002115,52727,51889,838,21,0.013125,39.904761904761905,1.5893185654408555
greedy,av_sweep,1600,44,100,10,1,3,10,1600,0.002948625013232231,51174,50406,768,20,0.0125,38.4,1.5007621057568297
greedy,av_sweep,1600,45,100,10,1,3,10,1600,0.0031387920025736094,51560,50831,729,20,0.0125,36.45,1.4138867339022498
greedy,av_sweep,1600,46,100,10,1,3,10,1600,0.0031396669801324606,53366,52706,660,20,0.0125,33.0,1.2367424952216768
greedy,av_sweep,1600,42,100,10,1,3,20,1600,0.006702957907691598,51947,50964,983,35,0.021875,28.085714285714285,1.8923133193447166
greedy,av_sweep,1600,43,100,10,1,3,20,1600,0.005884417099878192,52999,51351,1648,43,0.026875,38.325581395348834,3.1094926319364515
greedy,av_sweep,1600,44,100,10,1,3,20,1600,0.005901666823774576,51690,50323,1367,38,0.02375,35.973684210526315,2.6446121106597023
greedy,av_sweep,1600,45,100,10,1,3,20,1600,0.007654790999367833,51811,50672,1139,40,0.025,28.475,2.1983748624809403
greedy,av_sweep,1600,46,100,10,1,3,20,1600,0.007915500085800886,53727,52065,1662,42,0.02625,39.57142857142857,3.0934167178513596
greedy,av_sweep,1600,42,100,10,1,3,40,1600,0.011160166934132576,52290,50305,1985,77,0.048125,25.77922077922078,3.7961369286670497
greedy,av_sweep,1600,43,100,10,1,3,40,1600,0.012458916986361146,53444,50568,2876,87,0.054375,33.05747126436781,5.381333732505052
greedy,av_sweep,1600,44,100,10,1,3,40,1600,0.013048541964963078,52446,49658,2788,78,0.04875,35.743589743589745,5.315944018609618
greedy,av_sweep,1600,45,100,10,1,3,40,1600,0.012958834180608392,52948,50112,2836,81,0.050625,35.01234567901235,5.356198534411121
greedy,av_sweep,1600,46,100,10,1,3,40,1600,0.012479417026042938,54542,51680,2862,78,0.04875,36.69230769230769,5.247332331047633
greedy,av_sweep,1600,42,100,10,1,3,80,1600,0.025590374832972884,53560,49228,4332,155,0.096875,27.948387096774194,8.088125466766243
greedy,av_sweep,1600,43,100,10,1,3,80,1600,0.02741537499241531,54787,49215,5572,168,0.105,33.166666666666664,10.170295873108584
greedy,av_sweep,1600,44,100,10,1,3,80,1600,0.02678079204633832,53978,48282,5696,160,0.1,35.6,10.552447293341732
greedy,av_sweep,1600,45,100,10,1,3,80,1600,0.023679374950006604,54020,48627,5393,165,0.103125,32.68484848484849,9.98333950388745
greedy,av_sweep,1600,46,100,10,1,3,80,1600,0.02491899998858571,55807,50474,5333,164,0.1025,32.51829268292683,9.556148870213415
greedy,av_sweep,1600,42,100,10,1,3,160,1600,0.053127459017559886,55983,46577,9406,316,0.1975,29.765822784810126,16.801529035600094
greedy,av_sweep,1600,43,100,10,1,3,160,1600,0.047913708025589585,57488,46399,11089,335,0.209375,33.10149253731343,19.289242972446424
greedy,av_sweep,1600,44,100,10,1,3,160,1600,0.04995966609567404,56462,46045,10417,313,0.195625,33.281150159744406,18.449576706457442
greedy,av_sweep,1600,45,100,10,1,3,160,1600,0.047201584093272686,56680,46129,10551,320,0.2,32.971875,18.61503175723359
greedy,av_sweep,1600,46,100,10,1,3,160,1600,0.04924754216335714,57926,47935,9991,319,0.199375,31.31974921630094,17.2478679694783
greedy,av_sweep,1600,42,100,10,1,3,320,1600,0.10524587496183813,61811,41946,19865,626,0.39125,31.733226837060702,32.13829253692708
greedy,av_sweep,1600,43,100,10,1,3,320,1600,0.10570391593500972,62637,41432,21205,633,0.395625,33.49921011058452,33.853792486868784
greedy,av_sweep,1600,44,100,10,1,3,320,1600,0.09967479202896357,61234,40379,20855,636,0.3975,32.790880503144656,34.05787634320802
greedy,av_sweep,1600,45,100,10,1,3,320,1600,0.1093777499627322,61176,40375,20801,637,0.398125,32.65463108320251,34.00189616843207
greedy,av_sweep,1600,46,100,10,1,3,320,1600,0.10211866698227823,62705,41652,21053,633,0.395625,33.25908372827804,33.57467506578423
